chrX:57355000-61240000	S3CXH1L.12'	1	95.88	458431	458600	170	458431
chrX:57355000-61240000	W4'	-1	92.44	458601	458772	172	1
chrX:57355000-61240000	S3CXH1L_10-8'	3	95.86333333333334	458773	459281	509	1
chrX:57355000-61240000	S3CXH1L_7-1'	7	93.41	459282	460490	1209	1
chrX:57355000-61240000	S3CXH1L'	12	97.08	460491	462548	2058	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	462549	464605	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.74	464606	466662	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.44	466663	468719	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.59	468720	470776	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.35	470777	472833	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.69	472834	474890	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	474891	476947	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.30	476948	479004	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	479005	481061	2057	1
chrX:57355000-61240000	S3CXH1L'	12	97.96	481062	483117	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	483118	485174	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.05	485175	487230	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.00	487231	489286	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	489287	491343	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	491344	493399	2056	1
chrX:57355000-61240000	S3CXH1L'	12	97.90	493400	495455	2056	1
chrX:57355000-61240000	S3CXH1L'	12	97.95	495456	497511	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	497512	499567	2056	1
chrX:57355000-61240000	S3CXH1L'	12	97.81	499568	501623	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.05	501624	503679	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.39	503680	505736	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.09	505737	507793	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	507794	509850	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.39	509851	511907	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	511908	513964	2057	1
chrX:57355000-61240000	S3CXH1L'	12	97.81	513965	516020	2056	1
chrX:57355000-61240000	S3CXH1L'	12	98.19	516021	518077	2057	1
chrX:57355000-61240000	S3CXH1L'	12	97.67	518078	520134	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.30	520135	522191	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.21	522192	524248	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	524249	526305	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.05	526306	528362	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	528363	530419	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.14	530420	532476	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.06	532477	534533	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.00	534534	536590	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.05	536591	538647	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	538648	540704	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.24	540705	542761	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.15	542762	544818	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.29	544819	546875	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	546876	548932	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	548933	550989	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	550990	553046	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	553047	555103	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	555104	557160	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.34	557161	559217	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	559218	561274	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.34	561275	563331	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	563332	565388	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.34	565389	567445	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.44	567446	569502	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.39	569503	571559	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.54	571560	573616	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.15	573617	575673	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.34	575674	577730	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	577731	579787	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	579788	581844	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.39	581845	583901	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.01	583902	585958	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	585959	588015	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	588016	590072	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.20	590073	592129	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.25	592130	594186	2057	1
chrX:57355000-61240000	S3CXH1L'	12	97.90	594187	596243	2057	1
chrX:57355000-61240000	S3CXH1L'	12	98.10	596244	598300	2057	1
